person,age,occupation,workclass,education,hours per week,marital status,race,relationship,sex,capital gain,capital loss,education num,native country,fnlwgt,income
person 15687,39,Adm-clerical,Private,Masters,40,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,216552,<=50K
person 15688,45,Exec-managerial,Private,Some-college,40,Divorced,White,Not-in-family,Female,0,0,10,United-States,255348,<=50K
person 15689,36,Machine-op-inspct,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,176050,<=50K
person 15690,71,?,?,Assoc-voc,40,Widowed,White,Not-in-family,Female,0,0,11,United-States,125101,<=50K
person 15691,62,?,?,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,197286,<=50K
person 15692,31,Sales,Private,HS-grad,58,Never-married,Black,Unmarried,Female,0,0,9,United-States,159737,<=50K
person 15693,39,Exec-managerial,Private,HS-grad,60,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,316211,>50K
person 15694,45,Craft-repair,Local-gov,HS-grad,40,Married-civ-spouse,Black,Husband,Male,0,0,9,United-States,556652,>50K
person 15695,19,Handlers-cleaners,Private,HS-grad,50,Never-married,White,Own-child,Male,0,0,9,United-States,265576,<=50K
person 15696,43,Prof-specialty,Private,Some-college,48,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,347653,>50K
person 15697,32,Transport-moving,Private,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,62374,<=50K
person 15698,43,Sales,Self-emp-not-inc,Bachelors,60,Never-married,White,Not-in-family,Female,0,0,13,United-States,170230,<=50K
person 15699,34,Adm-clerical,Private,Bachelors,27,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,203051,<=50K
person 15700,66,Prof-specialty,Self-emp-inc,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,115880,<=50K
person 15701,46,Exec-managerial,Self-emp-inc,Assoc-acdm,40,Married-civ-spouse,White,Wife,Female,0,0,12,United-States,181413,<=50K
person 15702,23,Prof-specialty,Private,Bachelors,40,Never-married,White,Own-child,Female,0,0,13,United-States,185554,<=50K
person 15704,63,Handlers-cleaners,Private,HS-grad,40,Married-civ-spouse,Black,Husband,Male,0,0,9,?,225102,<=50K
person 15705,35,Prof-specialty,Self-emp-not-inc,Prof-school,50,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,350247,>50K
person 15707,37,Prof-specialty,Private,Bachelors,55,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,107737,>50K
person 15708,63,?,?,HS-grad,20,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,334741,<=50K
person 15709,43,Prof-specialty,Private,Bachelors,42,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,115562,>50K
person 15710,30,Craft-repair,Self-emp-not-inc,Assoc-voc,60,Never-married,White,Own-child,Male,0,0,11,United-States,131584,<=50K
person 15711,36,Prof-specialty,Local-gov,Masters,60,Married-civ-spouse,White,Wife,Female,0,0,14,United-States,95855,>50K
person 15712,54,Sales,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,391016,>50K
person 15713,36,Adm-clerical,Federal-gov,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,51089,>50K
person 15714,77,Exec-managerial,Private,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,117898,>50K
person 15715,28,Other-service,Private,HS-grad,40,Married-spouse-absent,Asian-Pac-Islander,Not-in-family,Female,0,0,9,Philippines,70240,<=50K
person 15716,39,Craft-repair,Self-emp-not-inc,HS-grad,72,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,187693,>50K
person 15717,37,Tech-support,Private,Bachelors,40,Separated,Asian-Pac-Islander,Not-in-family,Male,0,0,13,Philippines,341672,<=50K
person 15718,22,Prof-specialty,Local-gov,Bachelors,35,Never-married,White,Own-child,Female,0,0,13,United-States,289982,<=50K
person 15721,36,Craft-repair,Private,10th,40,Married-civ-spouse,White,Husband,Male,0,0,6,United-States,111377,<=50K
person 15722,62,Adm-clerical,Self-emp-not-inc,HS-grad,30,Widowed,White,Other-relative,Female,0,0,9,United-States,136684,<=50K
person 15724,47,Prof-specialty,Self-emp-not-inc,Some-college,40,Divorced,Black,Unmarried,Female,0,0,10,United-States,166894,<=50K
person 15725,38,Sales,Private,Bachelors,70,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,243872,>50K
person 15726,28,Craft-repair,Private,5th-6th,40,Never-married,White,Not-in-family,Male,0,0,3,Columbia,155621,<=50K
person 15728,22,Other-service,Private,Some-college,35,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,60331,<=50K
person 15729,37,Sales,Private,HS-grad,25,Divorced,White,Unmarried,Female,0,0,9,Canada,75024,<=50K
person 15731,43,Exec-managerial,Private,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,145441,>50K
person 15732,53,Other-service,Private,Bachelors,21,Never-married,Asian-Pac-Islander,Not-in-family,Female,0,0,13,Japan,83434,>50K
person 15733,20,Sales,Private,HS-grad,35,Never-married,Black,Own-child,Female,0,0,9,United-States,691830,<=50K
person 15735,48,Craft-repair,Private,9th,44,Married-civ-spouse,White,Husband,Male,0,0,5,United-States,115784,<=50K
person 15737,68,?,?,Some-college,20,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,407338,<=50K
person 15739,25,Prof-specialty,Local-gov,Bachelors,38,Married-civ-spouse,White,Wife,Female,0,0,13,United-States,167835,>50K
person 15741,23,Priv-house-serv,Private,12th,30,Never-married,White,Own-child,Male,0,0,8,United-States,520775,<=50K
person 15742,41,Prof-specialty,Local-gov,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,47902,>50K
person 15743,25,Machine-op-inspct,Private,Some-college,25,Never-married,White,Not-in-family,Female,0,0,10,United-States,145434,<=50K
person 15744,58,Sales,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,56392,<=50K
person 15745,33,Sales,Private,HS-grad,45,Divorced,Asian-Pac-Islander,Not-in-family,Male,0,0,9,Japan,162312,<=50K
person 15746,28,Prof-specialty,Private,Masters,48,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,204074,<=50K
person 15747,19,Machine-op-inspct,Private,11th,25,Never-married,White,Not-in-family,Female,0,0,7,United-States,99246,<=50K
person 15748,44,Adm-clerical,Private,Some-college,40,Divorced,White,Other-relative,Female,0,0,10,United-States,102085,<=50K
person 15749,68,Machine-op-inspct,Private,Preschool,10,Never-married,White,Not-in-family,Male,0,0,1,United-States,168794,<=50K
person 15751,24,Exec-managerial,Private,HS-grad,40,Divorced,White,Not-in-family,Female,0,0,9,United-States,233419,<=50K
person 15754,29,Adm-clerical,Private,HS-grad,40,Divorced,White,Not-in-family,Female,0,0,9,United-States,369114,<=50K
person 15755,65,Sales,Private,9th,40,Widowed,White,Not-in-family,Female,0,0,5,United-States,261334,<=50K
person 15756,55,Adm-clerical,Private,HS-grad,40,Widowed,White,Other-relative,Female,0,0,9,United-States,160303,<=50K
person 15757,49,Exec-managerial,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,50474,<=50K
person 15758,27,Machine-op-inspct,Private,HS-grad,40,Never-married,Black,Own-child,Female,0,0,9,United-States,321577,<=50K
person 15761,22,Farming-fishing,Self-emp-not-inc,HS-grad,40,Never-married,White,Own-child,Male,0,0,9,United-States,269474,<=50K
person 15762,66,Other-service,Private,HS-grad,4,Married-civ-spouse,Black,Husband,Male,0,0,9,United-States,33619,<=50K
person 15763,38,Sales,Private,Some-college,60,Divorced,White,Not-in-family,Male,0,0,10,United-States,149347,<=50K
person 15764,43,Machine-op-inspct,Private,HS-grad,42,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,96249,>50K
person 15765,40,Handlers-cleaners,Local-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,Mexico,370502,<=50K
person 15766,32,Sales,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,188246,>50K
person 15767,30,Sales,Private,HS-grad,35,Never-married,White,Unmarried,Female,0,0,9,Mexico,167558,<=50K
person 15768,35,Adm-clerical,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,292185,<=50K
person 15769,33,Prof-specialty,Local-gov,Bachelors,60,Never-married,Amer-Indian-Eskimo,Not-in-family,Male,0,0,13,United-States,70164,<=50K
person 15770,36,Exec-managerial,Private,Bachelors,55,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,269722,>50K
person 15771,33,Prof-specialty,Self-emp-not-inc,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,175502,<=50K
person 15772,53,Exec-managerial,Private,HS-grad,60,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,233165,>50K
person 15774,22,Handlers-cleaners,Private,Bachelors,15,Never-married,White,Own-child,Female,0,0,13,United-States,212114,<=50K
person 15775,26,Sales,Private,HS-grad,36,Married-civ-spouse,Black,Husband,Male,0,0,9,United-States,288959,<=50K
person 15776,64,Sales,Private,HS-grad,21,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,231619,<=50K
person 15778,23,Adm-clerical,Private,HS-grad,40,Never-married,White,Own-child,Female,0,0,9,United-States,388811,<=50K
person 15780,35,Prof-specialty,Self-emp-not-inc,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,98360,<=50K
person 15781,46,Sales,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,369538,>50K
person 15782,65,Exec-managerial,Self-emp-not-inc,Some-college,45,Widowed,White,Unmarried,Female,0,0,10,United-States,31740,<=50K
person 15783,18,Other-service,Private,5th-6th,54,Never-married,White,Other-relative,Male,0,0,3,Mexico,333611,<=50K
person 15784,34,Prof-specialty,Self-emp-not-inc,Prof-school,55,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,108247,>50K
person 15785,28,Machine-op-inspct,Private,HS-grad,40,Never-married,White,Unmarried,Female,0,0,9,Guatemala,76129,<=50K
person 15786,37,Exec-managerial,Private,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,91711,>50K
person 15787,61,?,?,Bachelors,10,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,166855,<=50K
person 15789,25,Prof-specialty,Local-gov,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,United-States,84224,<=50K
person 15790,81,Prof-specialty,Private,1st-4th,15,Married-civ-spouse,White,Husband,Male,0,0,2,Poland,100675,<=50K
person 15791,47,Other-service,Private,HS-grad,35,Separated,Black,Other-relative,Female,0,0,9,United-States,155509,<=50K
person 15792,39,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,29814,<=50K
person 15793,37,Other-service,Private,Some-college,30,Married-civ-spouse,Black,Husband,Male,0,0,10,United-States,241805,<=50K
person 15794,44,Machine-op-inspct,Private,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,214838,>50K
person 15795,37,Craft-repair,Private,Assoc-acdm,45,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,240810,<=50K
person 15796,41,Adm-clerical,Private,Some-college,50,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,154076,>50K
person 15798,55,Prof-specialty,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,Poland,170287,>50K
person 15799,60,Sales,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,145995,>50K
person 15801,23,Sales,Private,Bachelors,25,Never-married,White,Not-in-family,Male,0,0,13,United-States,233626,<=50K
person 15803,45,Machine-op-inspct,Private,Some-college,44,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,88500,>50K
person 15804,36,Other-service,Private,HS-grad,30,Separated,Black,Unmarried,Female,0,0,9,United-States,127809,<=50K
person 15806,48,Machine-op-inspct,Private,11th,40,Married-civ-spouse,White,Husband,Male,0,0,7,United-States,177211,<=50K
person 15807,39,Other-service,Self-emp-not-inc,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,231180,<=50K
person 15810,26,Exec-managerial,Private,HS-grad,40,Never-married,Other,Own-child,Female,0,0,9,Mexico,152855,<=50K
person 15812,49,Adm-clerical,Private,Some-college,40,Married-civ-spouse,White,Wife,Female,0,0,10,United-States,255559,>50K
person 15813,27,Sales,Private,Bachelors,40,Never-married,White,Own-child,Male,0,0,13,United-States,169815,<=50K
person 15814,28,Handlers-cleaners,Private,10th,40,Never-married,White,Other-relative,Male,0,0,6,Mexico,221215,<=50K
person 15815,35,Sales,Private,Some-college,30,Divorced,White,Unmarried,Female,0,0,10,United-States,270059,<=50K
person 15816,17,Other-service,Private,10th,40,Never-married,White,Own-child,Male,0,0,6,United-States,345403,<=50K
person 15817,18,Handlers-cleaners,Private,HS-grad,40,Never-married,Amer-Indian-Eskimo,Own-child,Male,0,0,9,United-States,194897,<=50K
person 15818,33,Adm-clerical,Private,Some-college,38,Never-married,Other,Unmarried,Female,0,0,10,United-States,388741,<=50K
person 15820,51,Adm-clerical,Private,Some-college,35,Married-civ-spouse,White,Wife,Female,0,0,10,United-States,122109,<=50K
person 15821,49,Adm-clerical,Private,HS-grad,40,Never-married,Asian-Pac-Islander,Own-child,Female,0,0,9,United-States,75673,<=50K
person 15822,41,Sales,Private,Some-college,35,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,47902,>50K
person 15823,64,Priv-house-serv,Private,1st-4th,12,Divorced,White,Not-in-family,Female,0,0,2,United-States,221343,<=50K
person 15824,40,Prof-specialty,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,255675,>50K
person 15825,49,Adm-clerical,Federal-gov,HS-grad,40,Widowed,White,Not-in-family,Female,0,0,9,United-States,203505,<=50K
person 15826,23,Prof-specialty,Private,Bachelors,40,Never-married,White,Own-child,Female,0,0,13,United-States,125106,<=50K
person 15827,34,Adm-clerical,Private,Some-college,40,Divorced,White,Unmarried,Female,0,0,10,United-States,139890,<=50K
person 15828,47,Farming-fishing,Self-emp-not-inc,Some-college,86,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,28035,<=50K
person 15830,23,Prof-specialty,Local-gov,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,United-States,55890,<=50K
person 15831,47,Exec-managerial,Self-emp-not-inc,Some-college,80,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,255934,<=50K
person 15832,61,Adm-clerical,Private,HS-grad,40,Divorced,White,Not-in-family,Female,0,0,9,Canada,168654,<=50K
person 15834,56,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,208451,>50K
person 15836,33,Machine-op-inspct,Private,HS-grad,46,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,117779,>50K
person 15837,36,Farming-fishing,Self-emp-not-inc,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,129150,>50K
person 15838,38,?,?,HS-grad,35,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,177273,<=50K
person 15839,34,Protective-serv,Local-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,226443,>50K
person 15840,56,Transport-moving,Private,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,146326,<=50K
person 15841,32,Exec-managerial,Private,Assoc-voc,23,Never-married,White,Not-in-family,Female,0,0,11,United-States,187901,<=50K
person 15842,49,Exec-managerial,Private,Bachelors,40,Never-married,White,Not-in-family,Male,0,0,13,United-States,188694,>50K
person 15843,71,Protective-serv,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,187493,>50K
person 15844,19,Other-service,Private,Some-college,15,Never-married,White,Own-child,Female,0,0,10,United-States,212468,<=50K
person 15846,42,Adm-clerical,Private,HS-grad,35,Divorced,White,Unmarried,Female,0,0,9,United-States,137907,<=50K
person 15847,51,Exec-managerial,Private,Some-college,20,Married-civ-spouse,White,Wife,Female,0,0,10,United-States,34361,>50K
person 15848,38,Prof-specialty,Private,Some-college,40,Married-spouse-absent,Black,Own-child,Female,0,0,10,United-States,254114,<=50K
person 15849,38,Machine-op-inspct,Private,10th,40,Married-civ-spouse,White,Husband,Male,0,0,6,United-States,170174,>50K
person 15850,35,Exec-managerial,Self-emp-not-inc,Bachelors,25,Divorced,White,Not-in-family,Male,0,0,13,United-States,190895,<=50K
person 15851,24,Prof-specialty,Local-gov,Bachelors,40,Married-civ-spouse,Black,Wife,Female,0,0,13,United-States,317443,<=50K
person 15852,40,Adm-clerical,Private,HS-grad,40,Divorced,Black,Unmarried,Male,0,0,9,United-States,375603,<=50K
person 15853,21,Handlers-cleaners,Private,HS-grad,35,Never-married,White,Own-child,Male,0,0,9,United-States,203076,<=50K
person 15854,49,Transport-moving,Private,HS-grad,40,Divorced,White,Not-in-family,Male,0,0,9,United-States,53893,<=50K
person 15855,18,?,?,Some-college,24,Never-married,Black,Own-child,Female,0,0,10,United-States,171748,<=50K
person 15856,52,Exec-managerial,Private,Bachelors,42,Married-spouse-absent,White,Not-in-family,Female,0,0,13,United-States,204584,<=50K
person 15857,27,Prof-specialty,Private,Bachelors,60,Never-married,White,Not-in-family,Female,0,0,13,United-States,660870,<=50K
person 15860,25,Adm-clerical,Private,HS-grad,40,Never-married,White,Own-child,Female,0,0,9,United-States,255849,<=50K
person 15863,23,Other-service,Private,Bachelors,40,Never-married,White,Not-in-family,Male,0,0,13,United-States,440456,<=50K
person 15866,25,Exec-managerial,Private,Bachelors,40,Never-married,White,Own-child,Female,0,0,13,United-States,171818,<=50K
person 15867,40,Craft-repair,Private,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,51151,<=50K
person 15868,33,Sales,Self-emp-not-inc,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,United-States,188957,<=50K
person 15869,31,Adm-clerical,Private,Some-college,40,Never-married,White,Not-in-family,Female,0,0,10,United-States,97933,<=50K
person 15870,32,Sales,Self-emp-inc,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,195447,<=50K
person 15871,63,?,?,Bachelors,8,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,46907,>50K
person 15872,54,Sales,Self-emp-inc,Bachelors,70,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,383365,>50K
person 15875,26,Prof-specialty,Local-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,211497,<=50K
person 15877,54,Farming-fishing,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,185407,<=50K
person 15878,57,Machine-op-inspct,Private,10th,40,Married-civ-spouse,White,Husband,Male,0,0,6,United-States,225927,<=50K
person 15879,23,Prof-specialty,Federal-gov,Bachelors,40,Never-married,White,Not-in-family,Male,0,0,13,United-States,314525,<=50K
person 15880,27,Exec-managerial,Self-emp-not-inc,Some-college,45,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,208577,>50K
person 15881,42,Exec-managerial,Private,Bachelors,55,Never-married,White,Not-in-family,Male,0,0,13,United-States,222884,>50K
person 15882,31,Craft-repair,Private,10th,40,Married-civ-spouse,White,Husband,Male,0,0,6,United-States,209538,<=50K
person 15885,46,Adm-clerical,Local-gov,HS-grad,30,Divorced,White,Unmarried,Female,0,0,9,United-States,121370,<=50K
person 15886,37,Sales,Private,HS-grad,60,Divorced,White,Not-in-family,Male,0,0,9,United-States,67125,<=50K
person 15887,26,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,67240,<=50K
person 15889,24,Exec-managerial,Private,Some-college,25,Never-married,White,Own-child,Male,0,0,10,United-States,141003,<=50K
person 15892,47,Prof-specialty,Private,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,131002,>50K
person 15897,46,Machine-op-inspct,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,Germany,155659,>50K
person 15898,29,Craft-repair,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,224215,>50K
person 15899,18,Exec-managerial,Private,11th,20,Never-married,White,Own-child,Female,0,0,7,United-States,270502,<=50K
person 15900,46,Tech-support,Private,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,125487,<=50K
person 15901,61,Sales,Private,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,51385,>50K
person 15902,41,Sales,Private,HS-grad,40,Widowed,White,Not-in-family,Female,0,0,9,United-States,112763,<=50K
person 15903,50,Machine-op-inspct,Private,Some-college,40,Divorced,Black,Not-in-family,Female,0,0,10,United-States,108926,<=50K
person 15905,38,Adm-clerical,Private,Some-college,40,Never-married,Black,Unmarried,Female,0,0,10,United-States,226106,<=50K
person 15906,75,Sales,Self-emp-not-inc,HS-grad,35,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,92792,<=50K
person 15907,26,Adm-clerical,Private,Assoc-voc,40,Married-civ-spouse,White,Wife,Female,0,0,11,United-States,186950,>50K
person 15908,44,Exec-managerial,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,230478,>50K
person 15909,25,Adm-clerical,Private,HS-grad,40,Never-married,White,Own-child,Female,0,0,9,United-States,231638,<=50K
person 15910,31,Sales,Private,Some-college,40,Never-married,White,Own-child,Female,0,0,10,United-States,120461,<=50K
person 15912,34,Machine-op-inspct,Private,HS-grad,48,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,191385,<=50K
person 15913,31,Prof-specialty,Self-emp-not-inc,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,Columbia,229946,<=50K
person 15915,18,Craft-repair,Private,HS-grad,20,Never-married,White,Own-child,Female,0,0,9,United-States,126021,<=50K
person 15916,42,Craft-repair,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,0,9,United-States,203542,<=50K
person 15917,29,Sales,Private,Bachelors,40,Never-married,White,Own-child,Male,0,0,13,United-States,144592,<=50K
person 15918,38,Protective-serv,Local-gov,Some-college,75,Divorced,White,Not-in-family,Male,0,0,10,United-States,223004,<=50K
person 15919,22,Sales,Private,Some-college,20,Never-married,Black,Own-child,Female,0,0,10,United-States,183257,<=50K
person 15920,32,Craft-repair,Private,HS-grad,40,Never-married,White,Own-child,Male,0,0,9,United-States,172714,<=50K
person 15922,41,Sales,Private,Prof-school,50,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,253060,<=50K
person 15923,46,Transport-moving,Private,HS-grad,46,Married-civ-spouse,Black,Husband,Male,0,0,9,United-States,471990,>50K
person 15924,44,Adm-clerical,Private,HS-grad,38,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,138966,<=50K
person 15925,35,Adm-clerical,Private,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,United-States,385412,<=50K
person 15926,18,?,?,Some-college,25,Never-married,White,Own-child,Male,0,0,10,United-States,184101,<=50K
person 15927,36,Craft-repair,Local-gov,9th,25,Married-civ-spouse,White,Husband,Male,0,0,5,United-States,135786,<=50K
person 15929,40,Prof-specialty,State-gov,Doctorate,50,Married-civ-spouse,White,Husband,Male,0,0,16,United-States,86912,>50K
person 15931,26,Handlers-cleaners,Private,7th-8th,40,Never-married,White,Unmarried,Male,0,0,4,Guatemala,483822,<=50K
person 15932,66,Adm-clerical,Self-emp-inc,HS-grad,40,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,220543,>50K
person 15933,48,Craft-repair,Private,7th-8th,32,Married-civ-spouse,White,Husband,Male,0,0,4,Dominican-Republic,152953,<=50K
person 15934,35,Sales,Private,Some-college,50,Never-married,White,Unmarried,Male,0,0,10,United-States,239755,<=50K
person 15935,41,Prof-specialty,Private,Masters,45,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,177905,>50K
person 15936,19,Sales,Private,Some-college,20,Never-married,White,Own-child,Female,0,0,10,United-States,200136,<=50K
person 15937,55,Sales,Self-emp-not-inc,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,111625,<=50K
person 15938,45,Transport-moving,Private,Some-college,50,Divorced,White,Not-in-family,Male,0,0,10,United-States,162915,<=50K
person 15939,29,Handlers-cleaners,Private,Bachelors,40,Never-married,White,Not-in-family,Male,0,0,13,United-States,116662,<=50K
person 15940,65,Sales,Private,HS-grad,20,Divorced,White,Not-in-family,Female,0,0,9,United-States,225580,<=50K
person 15941,30,Other-service,Private,Assoc-acdm,40,Never-married,Asian-Pac-Islander,Other-relative,Male,0,0,12,Vietnam,169104,<=50K
person 15942,43,Craft-repair,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,212894,<=50K
person 15943,61,Machine-op-inspct,Private,7th-8th,40,Married-civ-spouse,White,Husband,Male,0,0,4,Italy,93997,<=50K
person 15944,22,Other-service,Private,Some-college,50,Never-married,White,Not-in-family,Female,0,0,10,United-States,189924,<=50K
person 15945,23,Other-service,Private,11th,40,Separated,White,Unmarried,Female,0,0,7,United-States,274424,<=50K
person 15946,34,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,188246,<=50K
person 15947,51,Prof-specialty,Private,HS-grad,35,Widowed,White,Unmarried,Female,0,0,9,United-States,284211,<=50K
person 15948,21,Adm-clerical,Private,Some-college,15,Never-married,White,Own-child,Female,0,0,10,United-States,198259,<=50K
person 15950,34,Adm-clerical,Private,Assoc-acdm,35,Never-married,White,Not-in-family,Female,0,0,12,United-States,168768,<=50K
person 15951,33,Exec-managerial,Federal-gov,Some-college,40,Married-civ-spouse,Black,Wife,Female,0,0,10,United-States,122220,>50K
person 15952,44,Sales,Private,11th,40,Married-civ-spouse,White,Husband,Male,0,0,7,United-States,175641,>50K
person 15954,75,Adm-clerical,Local-gov,HS-grad,20,Divorced,White,Not-in-family,Female,0,0,9,United-States,31195,<=50K
person 15955,55,Exec-managerial,Federal-gov,Masters,60,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,14,United-States,88876,>50K
person 15956,43,Other-service,Self-emp-not-inc,HS-grad,16,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,176069,<=50K
person 15957,31,Craft-repair,Private,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,215297,<=50K
person 15958,41,Craft-repair,Private,Some-college,45,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,198425,<=50K
person 15959,26,Prof-specialty,Local-gov,Masters,50,Never-married,White,Not-in-family,Male,0,0,14,United-States,180957,<=50K
person 15960,23,Craft-repair,Private,Assoc-voc,40,Never-married,Black,Unmarried,Female,0,0,11,United-States,206129,<=50K
person 15961,42,Adm-clerical,Federal-gov,HS-grad,40,Divorced,Black,Unmarried,Female,0,0,9,United-States,65950,<=50K
person 15962,29,Adm-clerical,Private,HS-grad,40,Never-married,White,Not-in-family,Female,0,0,9,United-States,197618,<=50K
person 15963,21,Adm-clerical,Private,HS-grad,50,Never-married,White,Not-in-family,Male,0,0,9,United-States,185357,<=50K
person 15964,28,Exec-managerial,Private,Bachelors,40,Never-married,White,Own-child,Male,0,0,13,United-States,134890,<=50K
person 15965,64,?,?,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,193043,<=50K
person 15966,35,Other-service,Federal-gov,Some-college,40,Never-married,Black,Unmarried,Female,0,0,10,United-States,153633,<=50K
person 15967,65,Transport-moving,Private,Bachelors,20,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,115890,<=50K
person 15968,58,Sales,Private,Bachelors,50,Divorced,White,Not-in-family,Male,0,0,13,United-States,343957,<=50K
person 15970,59,Other-service,Private,HS-grad,40,Divorced,White,Not-in-family,Female,0,0,9,United-States,159048,<=50K
