person,age,workclass,fnlwgt,education,education num,marital status,occupation,relationship,race,sex,capital gain,capital loss,hours per week,native country,income
person 18107,23,Private,60668,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
person 18108,43,State-gov,222978,Doctorate,16,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
person 18109,26,Private,199143,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
person 18110,60,Private,131681,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
person 18111,33,Federal-gov,391122,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
person 18112,29,Local-gov,280344,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
person 18113,54,State-gov,188809,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
person 18114,41,Private,277488,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,36,United-States,<=50K
person 18115,63,Self-emp-not-inc,181561,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
person 18116,31,Private,158545,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,27,United-States,<=50K
person 18117,23,Private,313573,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,25,United-States,<=50K
person 18118,31,Private,591711,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,40,?,<=50K
person 18119,41,Private,268183,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
person 18120,51,Private,392286,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
person 18121,59,Private,233312,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
person 18122,23,Private,520231,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
person 18123,24,Self-emp-not-inc,186831,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,<=50K
person 18124,67,Self-emp-not-inc,141085,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
person 18125,65,?,198019,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,35,United-States,<=50K
person 18126,47,Local-gov,198660,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
person 18127,21,Private,409230,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
person 18128,38,Private,376025,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
person 18129,55,Private,80167,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
person 18130,24,Private,82847,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,50,Portugal,>50K
person 18131,24,Private,22201,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
person 18132,19,Private,117595,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
person 18133,32,Private,207668,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
person 18134,63,Self-emp-not-inc,179981,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
person 18135,18,Private,192583,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
person 18136,36,Private,66304,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
person 18137,57,Private,32365,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18138,48,Private,28497,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 18139,25,Private,160261,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,China,<=50K
person 18140,48,Private,120724,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
person 18141,20,Private,91733,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
person 18142,74,Self-emp-not-inc,146929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
person 18143,44,Private,205706,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18144,26,Private,181666,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
person 18145,54,Local-gov,279452,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
person 18146,39,Private,207568,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,>50K
person 18147,18,Private,210026,10th,6,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
person 18148,32,Local-gov,190889,Masters,14,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,40,?,<=50K
person 18149,24,Private,109869,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
person 18150,19,Self-emp-not-inc,285263,9th,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,Mexico,<=50K
person 18151,28,Private,192588,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
person 18152,28,Private,232945,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Other,Male,0,0,30,United-States,<=50K
person 18153,49,Local-gov,31339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 18154,50,Private,305147,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 18155,63,Private,188914,HS-grad,9,Widowed,Machine-op-inspct,Other-relative,Black,Female,0,0,40,Haiti,<=50K
person 18156,58,Self-emp-not-inc,141165,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
person 18157,68,Self-emp-inc,136218,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,15,United-States,<=50K
person 18158,41,Federal-gov,371382,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
person 18159,21,?,199177,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18160,24,Private,403671,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18161,50,Private,193871,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
person 18162,47,Private,306183,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,44,United-States,<=50K
person 18163,54,Private,124194,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
person 18164,28,Private,69847,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
person 18165,26,State-gov,169323,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18166,35,State-gov,172327,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K
person 18167,39,Private,186420,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18168,46,Private,192779,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
person 18169,41,Private,105616,Some-college,10,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,48,United-States,<=50K
person 18170,57,Private,160275,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18171,32,Private,164507,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Columbia,<=50K
person 18172,41,Private,207578,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,India,>50K
person 18173,55,Private,314592,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
person 18174,41,?,254630,Assoc-voc,11,Divorced,?,Not-in-family,White,Male,0,0,80,United-States,<=50K
person 18175,22,Private,112130,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
person 18176,33,Private,206280,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
person 18177,57,Private,308861,Some-college,10,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18178,40,Private,206066,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
person 18179,48,Self-emp-not-inc,309895,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
person 18180,38,Local-gov,216129,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
person 18181,26,State-gov,287420,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
person 18182,24,Private,163595,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
person 18183,35,Private,170092,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
person 18184,42,Private,59474,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18185,37,Private,99151,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
person 18186,37,Private,206888,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
person 18187,28,Private,177119,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,80,?,<=50K
person 18188,22,Private,173736,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 18189,24,Private,182163,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,<=50K
person 18190,45,Local-gov,311080,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
person 18191,29,Self-emp-not-inc,389857,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
person 18192,23,Private,297152,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States,<=50K
person 18193,24,Federal-gov,130534,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18194,25,Private,137301,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
person 18195,58,Private,316235,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,32,United-States,<=50K
person 18196,28,Self-emp-inc,32922,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
person 18197,58,Private,118303,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,>50K
person 18198,18,Private,188241,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
person 18199,59,Private,236731,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
person 18200,39,Private,209397,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
person 18201,53,Self-emp-inc,290640,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
person 18202,54,Private,221915,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Female,0,0,65,United-States,<=50K
person 18203,51,Private,175246,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
person 18204,42,State-gov,160369,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
person 18205,36,Private,461337,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
person 18206,37,Private,187311,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
person 18207,32,Private,29312,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
person 18208,38,Self-emp-not-inc,197365,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
person 18209,19,Private,301747,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
person 18210,55,Local-gov,135439,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
person 18211,30,Private,340917,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18212,27,Private,155057,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
person 18213,65,?,200749,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,25,United-States,<=50K
person 18214,44,Private,323627,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,5,United-States,<=50K
person 18215,23,?,154921,5th-6th,3,Never-married,?,Not-in-family,White,Male,0,0,50,United-States,<=50K
person 18216,32,Private,131425,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
person 18217,60,Private,184242,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
person 18218,28,Private,149769,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
person 18219,44,Private,124924,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,<=50K
person 18220,29,Private,253003,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,16,United-States,<=50K
person 18221,57,State-gov,250976,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 18222,41,Private,104196,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
person 18223,34,Self-emp-not-inc,250182,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
person 18224,44,Private,188331,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K
person 18225,44,Private,187322,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18226,57,Private,130714,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,22,United-States,<=50K
person 18227,37,Private,40955,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
person 18228,35,Private,107125,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,>50K
person 18229,27,Private,133937,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
person 18230,28,?,203260,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,8,United-States,<=50K
person 18231,37,Self-emp-not-inc,143368,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
person 18232,18,Private,51789,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,<=50K
person 18233,24,State-gov,211049,7th-8th,4,Never-married,Tech-support,Unmarried,White,Female,0,0,20,United-States,<=50K
person 18234,53,Private,81794,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
person 18235,54,Private,150999,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,<=50K
person 18236,22,Private,332657,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18237,44,Private,240043,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,<=50K
person 18238,43,Private,186188,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,Iran,<=50K
person 18239,58,State-gov,223400,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
person 18240,59,Local-gov,102442,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
person 18241,31,Private,236599,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
person 18242,35,Private,283237,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
person 18243,17,Private,150106,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
person 18244,45,Private,102076,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
person 18245,40,Private,374764,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18246,35,Private,32528,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
person 18247,25,Federal-gov,50053,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
person 18248,58,Private,212864,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18249,39,Private,30673,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,>50K
person 18250,69,?,248248,1st-4th,2,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,34,Philippines,<=50K
person 18251,23,Private,419554,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,<=50K
person 18252,32,State-gov,177216,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18253,48,Private,118158,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
person 18254,41,Private,116391,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Germany,<=50K
person 18255,74,Private,194312,9th,5,Widowed,Craft-repair,Not-in-family,White,Male,0,0,10,?,<=50K
person 18256,43,Private,111895,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
person 18257,24,Federal-gov,287988,Bachelors,13,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18258,58,Private,147653,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,United-States,<=50K
person 18259,54,Private,117674,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
person 18260,60,Private,187458,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 18261,28,Private,410351,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
person 18262,41,Private,207578,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
person 18263,62,?,55621,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,0,0,35,United-States,>50K
person 18264,27,State-gov,271243,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,40,Jamaica,<=50K
person 18265,30,Private,188798,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
person 18266,63,Local-gov,168656,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,35,Outlying-US(Guam-USVI-etc),<=50K
person 18267,34,Private,241885,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
person 18268,20,?,133061,9th,5,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
person 18269,51,Private,194097,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
person 18270,21,Private,219137,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,25,United-States,<=50K
person 18271,50,Private,31621,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
person 18272,43,Private,207685,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
person 18273,19,Private,109854,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
person 18274,20,?,369678,HS-grad,9,Never-married,?,Not-in-family,Other,Male,0,0,43,United-States,<=50K
person 18275,17,Private,53611,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,<=50K
person 18276,47,Private,344916,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
person 18277,25,Local-gov,198813,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
person 18278,71,Private,180733,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
person 18279,21,Private,188073,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
person 18280,69,?,159077,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,48,United-States,<=50K
person 18281,48,Private,174829,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
person 18282,34,Private,188736,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Female,0,0,20,Columbia,<=50K
person 18283,33,Local-gov,222654,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,?,<=50K
person 18284,56,Private,251836,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,<=50K
person 18285,40,Federal-gov,112388,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18286,28,Private,209641,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K
person 18287,42,Private,313945,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Ecuador,<=50K
person 18288,19,?,134974,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
person 18289,28,Self-emp-inc,153291,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
person 18290,40,Private,353432,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,<=50K
person 18291,23,Private,96635,Some-college,10,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States,<=50K
person 18292,46,?,202560,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,>50K
person 18293,39,Private,150057,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
person 18294,45,Private,132847,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18295,21,?,41356,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
person 18296,50,Self-emp-not-inc,93705,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18297,33,Private,309350,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
person 18298,34,Private,123084,11th,7,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
person 18299,55,Private,174662,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,United-States,<=50K
person 18300,62,Federal-gov,177295,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
person 18301,31,Private,211880,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
person 18302,35,Self-emp-not-inc,454915,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 18303,30,Private,232475,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18304,57,Self-emp-inc,244605,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
person 18305,51,Private,257337,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
person 18306,37,Private,116960,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
person 18307,58,Private,267663,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
person 18308,39,Private,47871,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,>50K
person 18309,34,Private,295922,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,England,>50K
person 18310,45,Private,175625,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
person 18311,19,?,129586,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
person 18312,36,Private,202662,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
person 18313,56,Private,101436,HS-grad,9,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
person 18314,19,?,119234,Some-college,10,Never-married,?,Other-relative,White,Female,0,0,15,United-States,<=50K
person 18315,37,Private,360743,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,>50K
person 18316,60,Local-gov,93272,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
person 18317,56,Private,145574,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
person 18318,34,Private,135785,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K
person 18319,23,?,218415,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K
person 18320,19,Private,127709,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,United-States,<=50K
person 18321,37,Federal-gov,448337,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
person 18322,58,Private,310320,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
person 18323,33,Private,251521,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
person 18324,39,Private,255503,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
person 18325,26,Private,71009,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
person 18326,22,Private,174975,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,36,United-States,<=50K
person 18327,32,Private,108023,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 18328,17,Private,204018,11th,7,Never-married,Sales,Unmarried,White,Male,0,0,15,United-States,<=50K
person 18329,57,?,366563,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 18330,68,Private,121846,7th-8th,4,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
person 18331,30,Private,114691,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
person 18332,19,State-gov,536725,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,15,Japan,<=50K
person 18333,51,Private,94432,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
