product,date,country,store,num sold
Hat,6/11/2017,Finland,KaggleMart,468
Sticker,6/11/2017,Finland,KaggleMart,118
Mug,6/11/2017,Finland,KaggleRama,380
Hat,6/11/2017,Finland,KaggleRama,804
Sticker,6/11/2017,Finland,KaggleRama,229
Mug,6/11/2017,Norway,KaggleMart,406
Hat,6/11/2017,Norway,KaggleMart,819
Sticker,6/11/2017,Norway,KaggleMart,218
Hat,6/11/2017,Norway,KaggleRama,1377
Mug,6/11/2017,Sweden,KaggleMart,293
Sticker,6/11/2017,Sweden,KaggleMart,160
Mug,6/11/2017,Sweden,KaggleRama,482
Hat,6/11/2017,Sweden,KaggleRama,1179
Sticker,6/11/2017,Sweden,KaggleRama,275
Mug,6/12/2017,Finland,KaggleMart,163
Hat,6/12/2017,Finland,KaggleMart,360
Sticker,6/12/2017,Finland,KaggleMart,96
Mug,6/12/2017,Finland,KaggleRama,289
Hat,6/12/2017,Finland,KaggleRama,596
Sticker,6/12/2017,Finland,KaggleRama,162
Mug,6/12/2017,Norway,KaggleMart,273
Hat,6/12/2017,Norway,KaggleMart,614
Mug,6/12/2017,Norway,KaggleRama,504
Hat,6/12/2017,Norway,KaggleRama,1084
Sticker,6/12/2017,Norway,KaggleRama,328
Mug,6/12/2017,Sweden,KaggleMart,216
Hat,6/12/2017,Sweden,KaggleMart,493
Sticker,6/12/2017,Sweden,KaggleMart,124
Mug,6/12/2017,Sweden,KaggleRama,361
Hat,6/12/2017,Sweden,KaggleRama,928
Sticker,6/12/2017,Sweden,KaggleRama,204
Hat,6/13/2017,Finland,KaggleMart,355
Sticker,6/13/2017,Finland,KaggleMart,84
Mug,6/13/2017,Finland,KaggleRama,268
Sticker,6/13/2017,Finland,KaggleRama,171
Mug,6/13/2017,Norway,KaggleRama,449
Hat,6/13/2017,Norway,KaggleRama,1037
Sticker,6/13/2017,Norway,KaggleRama,279
Mug,6/13/2017,Sweden,KaggleMart,209
Hat,6/13/2017,Sweden,KaggleMart,411
Mug,6/13/2017,Sweden,KaggleRama,355
Hat,6/13/2017,Sweden,KaggleRama,732
Mug,6/14/2017,Finland,KaggleMart,150
Hat,6/14/2017,Finland,KaggleMart,349
Sticker,6/14/2017,Finland,KaggleMart,95
Mug,6/14/2017,Finland,KaggleRama,273
Hat,6/14/2017,Finland,KaggleRama,584
Sticker,6/14/2017,Finland,KaggleRama,156
Sticker,6/14/2017,Norway,KaggleMart,151
Mug,6/14/2017,Norway,KaggleRama,466
Hat,6/14/2017,Norway,KaggleRama,990
Sticker,6/14/2017,Norway,KaggleRama,255
Sticker,6/14/2017,Sweden,KaggleMart,101
Mug,6/14/2017,Sweden,KaggleRama,319
Hat,6/14/2017,Sweden,KaggleRama,806
Sticker,6/14/2017,Sweden,KaggleRama,195
Hat,6/15/2017,Finland,KaggleMart,333
Sticker,6/15/2017,Finland,KaggleMart,92
Mug,6/15/2017,Finland,KaggleRama,259
Hat,6/15/2017,Finland,KaggleRama,562
Sticker,6/15/2017,Finland,KaggleRama,152
Mug,6/15/2017,Norway,KaggleMart,259
Hat,6/15/2017,Norway,KaggleMart,588
Sticker,6/15/2017,Norway,KaggleMart,152
Mug,6/15/2017,Norway,KaggleRama,452
Hat,6/15/2017,Norway,KaggleRama,966
Sticker,6/15/2017,Norway,KaggleRama,259
Mug,6/15/2017,Sweden,KaggleMart,177
Hat,6/15/2017,Sweden,KaggleMart,426
Sticker,6/15/2017,Sweden,KaggleMart,111
Mug,6/15/2017,Sweden,KaggleRama,319
Hat,6/15/2017,Sweden,KaggleRama,753
Sticker,6/15/2017,Sweden,KaggleRama,195
Mug,6/16/2017,Finland,KaggleMart,170
Hat,6/16/2017,Finland,KaggleMart,367
Sticker,6/16/2017,Finland,KaggleMart,94
Mug,6/16/2017,Finland,KaggleRama,287
Hat,6/16/2017,Finland,KaggleRama,640
Sticker,6/16/2017,Finland,KaggleRama,174
Mug,6/16/2017,Norway,KaggleMart,256
Hat,6/16/2017,Norway,KaggleMart,573
Mug,6/16/2017,Norway,KaggleRama,500
Hat,6/16/2017,Norway,KaggleRama,1045
Sticker,6/16/2017,Norway,KaggleRama,262
Mug,6/16/2017,Sweden,KaggleMart,201
Sticker,6/16/2017,Sweden,KaggleMart,119
Mug,6/16/2017,Sweden,KaggleRama,356
Sticker,6/16/2017,Sweden,KaggleRama,190
Mug,6/17/2017,Finland,KaggleMart,233
Sticker,6/17/2017,Finland,KaggleMart,110
Mug,6/17/2017,Finland,KaggleRama,341
Hat,6/17/2017,Finland,KaggleRama,773
Mug,6/17/2017,Norway,KaggleMart,313
Hat,6/17/2017,Norway,KaggleMart,656
Sticker,6/17/2017,Norway,KaggleMart,185
Mug,6/17/2017,Norway,KaggleRama,584
Sticker,6/17/2017,Norway,KaggleRama,311
Mug,6/17/2017,Sweden,KaggleMart,225
Hat,6/17/2017,Sweden,KaggleMart,515
Sticker,6/17/2017,Sweden,KaggleMart,151
Mug,6/17/2017,Sweden,KaggleRama,388
Hat,6/17/2017,Sweden,KaggleRama,863
Mug,6/18/2017,Finland,KaggleMart,193
Mug,6/18/2017,Finland,KaggleRama,323
Hat,6/18/2017,Finland,KaggleRama,681
Sticker,6/18/2017,Finland,KaggleRama,215
Mug,6/18/2017,Norway,KaggleMart,318
Hat,6/18/2017,Norway,KaggleMart,721
Sticker,6/18/2017,Norway,KaggleMart,193
Mug,6/18/2017,Norway,KaggleRama,538
Hat,6/18/2017,Norway,KaggleRama,1251
Mug,6/18/2017,Sweden,KaggleMart,225
Sticker,6/18/2017,Sweden,KaggleMart,127
Hat,6/18/2017,Sweden,KaggleRama,864
Sticker,6/18/2017,Sweden,KaggleRama,231
Hat,6/19/2017,Finland,KaggleMart,327
Sticker,6/19/2017,Finland,KaggleMart,91
Hat,6/19/2017,Finland,KaggleRama,601
Sticker,6/19/2017,Finland,KaggleRama,174
Mug,6/19/2017,Norway,KaggleMart,242
Hat,6/19/2017,Norway,KaggleMart,599
Sticker,6/19/2017,Norway,KaggleMart,144
Mug,6/19/2017,Norway,KaggleRama,448
Hat,6/19/2017,Norway,KaggleRama,883
Sticker,6/19/2017,Norway,KaggleRama,288
Mug,6/19/2017,Sweden,KaggleMart,173
Hat,6/19/2017,Sweden,KaggleMart,401
Sticker,6/19/2017,Sweden,KaggleMart,101
Mug,6/19/2017,Sweden,KaggleRama,309
Hat,6/19/2017,Sweden,KaggleRama,652
Mug,6/20/2017,Finland,KaggleMart,166
Hat,6/20/2017,Finland,KaggleMart,340
Sticker,6/20/2017,Finland,KaggleMart,94
Mug,6/20/2017,Finland,KaggleRama,276
Hat,6/20/2017,Finland,KaggleRama,568
Sticker,6/20/2017,Finland,KaggleRama,153
Hat,6/20/2017,Norway,KaggleMart,528
Sticker,6/20/2017,Norway,KaggleMart,147
Mug,6/20/2017,Norway,KaggleRama,474
Hat,6/20/2017,Norway,KaggleRama,968
Mug,6/20/2017,Sweden,KaggleMart,169
Hat,6/20/2017,Sweden,KaggleMart,396
Sticker,6/20/2017,Sweden,KaggleMart,108
Mug,6/20/2017,Sweden,KaggleRama,341
Hat,6/20/2017,Sweden,KaggleRama,765
Sticker,6/20/2017,Sweden,KaggleRama,190
Mug,6/21/2017,Finland,KaggleMart,159
Hat,6/21/2017,Finland,KaggleMart,313
Sticker,6/21/2017,Finland,KaggleMart,91
Mug,6/21/2017,Finland,KaggleRama,262
Hat,6/21/2017,Finland,KaggleRama,587
Sticker,6/21/2017,Finland,KaggleRama,163
Mug,6/21/2017,Norway,KaggleMart,229
Hat,6/21/2017,Norway,KaggleMart,514
Sticker,6/21/2017,Norway,KaggleMart,149
Hat,6/21/2017,Norway,KaggleRama,901
Mug,6/21/2017,Sweden,KaggleMart,186
Hat,6/21/2017,Sweden,KaggleMart,413
Sticker,6/21/2017,Sweden,KaggleMart,105
Mug,6/21/2017,Sweden,KaggleRama,301
Hat,6/21/2017,Sweden,KaggleRama,656
Hat,6/22/2017,Finland,KaggleMart,333
Sticker,6/22/2017,Finland,KaggleMart,90
Mug,6/22/2017,Finland,KaggleRama,265
Hat,6/22/2017,Finland,KaggleRama,596
Sticker,6/22/2017,Finland,KaggleRama,157
Mug,6/22/2017,Norway,KaggleMart,244
Hat,6/22/2017,Norway,KaggleMart,573
Sticker,6/22/2017,Norway,KaggleMart,152
Mug,6/22/2017,Norway,KaggleRama,427
Hat,6/22/2017,Norway,KaggleRama,936
Sticker,6/22/2017,Norway,KaggleRama,269
Mug,6/22/2017,Sweden,KaggleMart,181
Hat,6/22/2017,Sweden,KaggleMart,405
Sticker,6/22/2017,Sweden,KaggleMart,99
Sticker,6/22/2017,Sweden,KaggleRama,183
Mug,6/23/2017,Finland,KaggleMart,163
Hat,6/23/2017,Finland,KaggleMart,340
Sticker,6/23/2017,Finland,KaggleMart,102
Mug,6/23/2017,Finland,KaggleRama,281
Hat,6/23/2017,Finland,KaggleRama,583
Sticker,6/23/2017,Finland,KaggleRama,156
Mug,6/23/2017,Norway,KaggleMart,263
Hat,6/23/2017,Norway,KaggleMart,557
Sticker,6/23/2017,Norway,KaggleMart,159
Mug,6/23/2017,Norway,KaggleRama,468
Hat,6/23/2017,Norway,KaggleRama,992
Sticker,6/23/2017,Norway,KaggleRama,273
Mug,6/23/2017,Sweden,KaggleMart,176
Hat,6/23/2017,Sweden,KaggleMart,387
Mug,6/23/2017,Sweden,KaggleRama,331
Hat,6/23/2017,Sweden,KaggleRama,703
Sticker,6/23/2017,Sweden,KaggleRama,200
Mug,6/24/2017,Finland,KaggleMart,213
Hat,6/24/2017,Finland,KaggleMart,467
Sticker,6/24/2017,Finland,KaggleMart,125
Mug,6/24/2017,Finland,KaggleRama,378
Sticker,6/24/2017,Finland,KaggleRama,225
Mug,6/24/2017,Norway,KaggleMart,290
Sticker,6/24/2017,Norway,KaggleMart,188
Mug,6/24/2017,Norway,KaggleRama,569
Hat,6/24/2017,Norway,KaggleRama,1182
Sticker,6/24/2017,Norway,KaggleRama,312
Mug,6/24/2017,Sweden,KaggleMart,253
Hat,6/24/2017,Sweden,KaggleMart,500
Sticker,6/24/2017,Sweden,KaggleMart,147
Mug,6/24/2017,Sweden,KaggleRama,416
Hat,6/24/2017,Sweden,KaggleRama,847
Sticker,6/24/2017,Sweden,KaggleRama,246
Mug,6/25/2017,Finland,KaggleMart,201
Sticker,6/25/2017,Finland,KaggleMart,138
Mug,6/25/2017,Finland,KaggleRama,333
Hat,6/25/2017,Finland,KaggleRama,809
Sticker,6/25/2017,Finland,KaggleRama,231
Mug,6/25/2017,Norway,KaggleMart,342
Sticker,6/25/2017,Norway,KaggleMart,189
Mug,6/25/2017,Norway,KaggleRama,548
Hat,6/25/2017,Norway,KaggleRama,1213
Sticker,6/25/2017,Norway,KaggleRama,340
Mug,6/25/2017,Sweden,KaggleMart,252
Mug,6/25/2017,Sweden,KaggleRama,412
Hat,6/25/2017,Sweden,KaggleRama,954
Sticker,6/25/2017,Sweden,KaggleRama,253
Mug,6/26/2017,Finland,KaggleMart,182
Sticker,6/26/2017,Finland,KaggleMart,107
Mug,6/26/2017,Finland,KaggleRama,300
Hat,6/26/2017,Finland,KaggleRama,682
Mug,6/26/2017,Norway,KaggleMart,263
Hat,6/26/2017,Norway,KaggleMart,534
Sticker,6/26/2017,Norway,KaggleMart,146
Mug,6/26/2017,Norway,KaggleRama,459
Hat,6/26/2017,Norway,KaggleRama,901
Mug,6/26/2017,Sweden,KaggleMart,221
Sticker,6/26/2017,Sweden,KaggleMart,121
Mug,6/26/2017,Sweden,KaggleRama,376
Hat,6/26/2017,Sweden,KaggleRama,828
Sticker,6/26/2017,Sweden,KaggleRama,243
Mug,6/27/2017,Finland,KaggleMart,203
Hat,6/27/2017,Finland,KaggleMart,412
Sticker,6/27/2017,Finland,KaggleMart,118
Mug,6/27/2017,Finland,KaggleRama,344
Hat,6/27/2017,Finland,KaggleRama,776
Sticker,6/27/2017,Finland,KaggleRama,208
Mug,6/27/2017,Norway,KaggleMart,246
Hat,6/27/2017,Norway,KaggleMart,580
Mug,6/27/2017,Norway,KaggleRama,450
Hat,6/27/2017,Norway,KaggleRama,975
Sticker,6/27/2017,Norway,KaggleRama,273
Hat,6/27/2017,Sweden,KaggleMart,461
Mug,6/27/2017,Sweden,KaggleRama,405
Hat,6/27/2017,Sweden,KaggleRama,836
Sticker,6/27/2017,Sweden,KaggleRama,227
Mug,6/28/2017,Finland,KaggleMart,189
Sticker,6/28/2017,Finland,KaggleMart,118
Mug,6/28/2017,Finland,KaggleRama,349
Hat,6/28/2017,Finland,KaggleRama,772
Sticker,6/28/2017,Finland,KaggleRama,206
Mug,6/28/2017,Norway,KaggleMart,243
Hat,6/28/2017,Norway,KaggleMart,531
Sticker,6/28/2017,Norway,KaggleMart,145
Mug,6/28/2017,Norway,KaggleRama,440
Sticker,6/28/2017,Norway,KaggleRama,278
Mug,6/28/2017,Sweden,KaggleMart,239
Hat,6/28/2017,Sweden,KaggleMart,517
Sticker,6/28/2017,Sweden,KaggleMart,156
Hat,6/28/2017,Sweden,KaggleRama,856
Mug,6/29/2017,Finland,KaggleMart,207
Hat,6/29/2017,Finland,KaggleMart,436
Sticker,6/29/2017,Finland,KaggleMart,130
Sticker,6/29/2017,Finland,KaggleRama,195
Mug,6/29/2017,Norway,KaggleMart,246
Hat,6/29/2017,Norway,KaggleMart,536
Sticker,6/29/2017,Norway,KaggleMart,153
Mug,6/29/2017,Norway,KaggleRama,447
Sticker,6/29/2017,Norway,KaggleRama,266
Mug,6/29/2017,Sweden,KaggleMart,242
Hat,6/29/2017,Sweden,KaggleMart,515
Sticker,6/29/2017,Sweden,KaggleMart,138
Mug,6/29/2017,Sweden,KaggleRama,445
Sticker,6/29/2017,Sweden,KaggleRama,253
Mug,6/30/2017,Finland,KaggleMart,198
Hat,6/30/2017,Finland,KaggleMart,396
Mug,6/30/2017,Finland,KaggleRama,335
Hat,6/30/2017,Finland,KaggleRama,713
Sticker,6/30/2017,Finland,KaggleRama,199
Mug,6/30/2017,Norway,KaggleMart,280
Sticker,6/30/2017,Norway,KaggleMart,154
Mug,6/30/2017,Norway,KaggleRama,467
Hat,6/30/2017,Norway,KaggleRama,970
Sticker,6/30/2017,Norway,KaggleRama,269
Mug,6/30/2017,Sweden,KaggleMart,223
Hat,6/30/2017,Sweden,KaggleMart,458
Sticker,6/30/2017,Sweden,KaggleMart,134
Mug,6/30/2017,Sweden,KaggleRama,411
Hat,6/30/2017,Sweden,KaggleRama,843
Mug,7/1/2017,Finland,KaggleMart,213
Hat,7/1/2017,Finland,KaggleMart,457
Mug,7/1/2017,Finland,KaggleRama,407
Mug,7/1/2017,Norway,KaggleMart,334
Hat,7/1/2017,Norway,KaggleMart,697
Hat,7/1/2017,Norway,KaggleRama,1238
Sticker,7/1/2017,Norway,KaggleRama,344
Mug,7/1/2017,Sweden,KaggleMart,264
Sticker,7/1/2017,Sweden,KaggleMart,149
Hat,7/1/2017,Sweden,KaggleRama,867
Sticker,7/1/2017,Sweden,KaggleRama,258
Hat,7/2/2017,Finland,KaggleMart,446
Sticker,7/2/2017,Finland,KaggleMart,118
Mug,7/2/2017,Finland,KaggleRama,346
Sticker,7/2/2017,Finland,KaggleRama,203
Mug,7/2/2017,Norway,KaggleMart,362
Hat,7/2/2017,Norway,KaggleMart,673
Sticker,7/2/2017,Norway,KaggleMart,189
Hat,7/2/2017,Norway,KaggleRama,1137
Sticker,7/2/2017,Norway,KaggleRama,332
Mug,7/2/2017,Sweden,KaggleMart,245
Hat,7/2/2017,Sweden,KaggleMart,519
Sticker,7/2/2017,Sweden,KaggleMart,149
Mug,7/2/2017,Sweden,KaggleRama,420
Hat,7/2/2017,Sweden,KaggleRama,809
Sticker,7/2/2017,Sweden,KaggleRama,270
Mug,7/3/2017,Finland,KaggleMart,160
Hat,7/3/2017,Finland,KaggleMart,372
Sticker,7/3/2017,Finland,KaggleMart,98
Mug,7/3/2017,Finland,KaggleRama,271
Hat,7/3/2017,Finland,KaggleRama,598
Sticker,7/3/2017,Finland,KaggleRama,175
Mug,7/3/2017,Norway,KaggleMart,254
Hat,7/3/2017,Norway,KaggleMart,529
Sticker,7/3/2017,Norway,KaggleMart,159
Mug,7/3/2017,Norway,KaggleRama,457
Hat,7/3/2017,Norway,KaggleRama,870
Sticker,7/3/2017,Norway,KaggleRama,254
Mug,7/3/2017,Sweden,KaggleMart,184
Hat,7/3/2017,Sweden,KaggleMart,394
Sticker,7/3/2017,Sweden,KaggleMart,121
Mug,7/3/2017,Sweden,KaggleRama,302
Sticker,7/3/2017,Sweden,KaggleRama,195
Mug,7/4/2017,Finland,KaggleMart,158
Hat,7/4/2017,Finland,KaggleMart,336
Sticker,7/4/2017,Finland,KaggleMart,102
Mug,7/4/2017,Finland,KaggleRama,254
Hat,7/4/2017,Finland,KaggleRama,612
Sticker,7/4/2017,Finland,KaggleRama,153
Mug,7/4/2017,Norway,KaggleMart,251
Hat,7/4/2017,Norway,KaggleMart,560
Sticker,7/4/2017,Norway,KaggleMart,161
Mug,7/4/2017,Norway,KaggleRama,447
Hat,7/4/2017,Norway,KaggleRama,917
Mug,7/4/2017,Sweden,KaggleMart,186
Hat,7/4/2017,Sweden,KaggleMart,380
Sticker,7/4/2017,Sweden,KaggleMart,106
Mug,7/4/2017,Sweden,KaggleRama,315
Hat,7/4/2017,Sweden,KaggleRama,690
Sticker,7/4/2017,Sweden,KaggleRama,201
Hat,7/5/2017,Finland,KaggleMart,337
Mug,7/5/2017,Finland,KaggleRama,266
Hat,7/5/2017,Finland,KaggleRama,562
Sticker,7/5/2017,Finland,KaggleRama,162
Mug,7/5/2017,Norway,KaggleMart,260
Hat,7/5/2017,Norway,KaggleMart,506
Sticker,7/5/2017,Norway,KaggleMart,159
Mug,7/5/2017,Norway,KaggleRama,450
Hat,7/5/2017,Norway,KaggleRama,903
Sticker,7/5/2017,Norway,KaggleRama,278
Mug,7/5/2017,Sweden,KaggleMart,194
Hat,7/5/2017,Sweden,KaggleMart,396
Sticker,7/5/2017,Sweden,KaggleMart,113
Mug,7/5/2017,Sweden,KaggleRama,322
Sticker,7/5/2017,Sweden,KaggleRama,188
Mug,7/6/2017,Finland,KaggleMart,158
Hat,7/6/2017,Finland,KaggleMart,290
Sticker,7/6/2017,Finland,KaggleMart,86
Mug,7/6/2017,Finland,KaggleRama,271
Hat,7/6/2017,Finland,KaggleRama,517
Sticker,7/6/2017,Finland,KaggleRama,157
Mug,7/6/2017,Norway,KaggleMart,282
Hat,7/6/2017,Norway,KaggleMart,479
Sticker,7/6/2017,Norway,KaggleMart,153
Hat,7/6/2017,Norway,KaggleRama,898
Sticker,7/6/2017,Norway,KaggleRama,269
Mug,7/6/2017,Sweden,KaggleMart,183
Hat,7/6/2017,Sweden,KaggleMart,367
Sticker,7/6/2017,Sweden,KaggleMart,115
Mug,7/6/2017,Sweden,KaggleRama,315
Hat,7/6/2017,Sweden,KaggleRama,629
Sticker,7/6/2017,Sweden,KaggleRama,180
Mug,7/7/2017,Finland,KaggleMart,164
Hat,7/7/2017,Finland,KaggleMart,340
Sticker,7/7/2017,Finland,KaggleMart,100
Mug,7/7/2017,Finland,KaggleRama,305
Hat,7/7/2017,Finland,KaggleRama,607
Mug,7/7/2017,Norway,KaggleMart,276
Hat,7/7/2017,Norway,KaggleMart,528
Sticker,7/7/2017,Norway,KaggleMart,175
Mug,7/7/2017,Norway,KaggleRama,500
Sticker,7/7/2017,Norway,KaggleRama,273
Mug,7/7/2017,Sweden,KaggleMart,190
Hat,7/7/2017,Sweden,KaggleMart,414
Sticker,7/7/2017,Sweden,KaggleMart,112
Mug,7/7/2017,Sweden,KaggleRama,319
Sticker,7/7/2017,Sweden,KaggleRama,197
Mug,7/8/2017,Finland,KaggleMart,199
Hat,7/8/2017,Finland,KaggleMart,406
Sticker,7/8/2017,Finland,KaggleMart,127
Mug,7/8/2017,Finland,KaggleRama,350
Sticker,7/8/2017,Finland,KaggleRama,202
Hat,7/8/2017,Norway,KaggleMart,697
Sticker,7/8/2017,Norway,KaggleMart,195
Mug,7/8/2017,Norway,KaggleRama,585
Hat,7/8/2017,Norway,KaggleRama,1120
Mug,7/8/2017,Sweden,KaggleMart,222
Sticker,7/8/2017,Sweden,KaggleMart,138
Mug,7/8/2017,Sweden,KaggleRama,407
Sticker,7/8/2017,Sweden,KaggleRama,244
Mug,7/9/2017,Finland,KaggleMart,205
Hat,7/9/2017,Finland,KaggleMart,431
Sticker,7/9/2017,Finland,KaggleMart,110
Hat,7/9/2017,Finland,KaggleRama,710
Sticker,7/9/2017,Finland,KaggleRama,201
Mug,7/9/2017,Norway,KaggleMart,317
Hat,7/9/2017,Norway,KaggleMart,656
Sticker,7/9/2017,Norway,KaggleMart,204
Mug,7/9/2017,Norway,KaggleRama,524
Hat,7/9/2017,Norway,KaggleRama,1155
Sticker,7/9/2017,Norway,KaggleRama,321
Hat,7/9/2017,Sweden,KaggleMart,455
Sticker,7/9/2017,Sweden,KaggleMart,130
Mug,7/9/2017,Sweden,KaggleRama,373
Hat,7/9/2017,Sweden,KaggleRama,837
Sticker,7/9/2017,Sweden,KaggleRama,251
Hat,7/10/2017,Finland,KaggleMart,321
Sticker,7/10/2017,Finland,KaggleMart,89
Mug,7/10/2017,Finland,KaggleRama,271
Hat,7/10/2017,Finland,KaggleRama,553
Sticker,7/10/2017,Finland,KaggleRama,167
Mug,7/10/2017,Norway,KaggleMart,256
Sticker,7/10/2017,Norway,KaggleMart,148
Mug,7/10/2017,Norway,KaggleRama,463
Hat,7/10/2017,Norway,KaggleRama,989
Sticker,7/10/2017,Norway,KaggleRama,245
Mug,7/10/2017,Sweden,KaggleMart,173
Hat,7/10/2017,Sweden,KaggleMart,377
Sticker,7/10/2017,Sweden,KaggleMart,110
Mug,7/10/2017,Sweden,KaggleRama,322
Hat,7/10/2017,Sweden,KaggleRama,678
Sticker,7/10/2017,Sweden,KaggleRama,195
Mug,7/11/2017,Finland,KaggleMart,164
Hat,7/11/2017,Finland,KaggleMart,310
Sticker,7/11/2017,Finland,KaggleMart,99
Mug,7/11/2017,Finland,KaggleRama,291
Hat,7/11/2017,Finland,KaggleRama,589
Sticker,7/11/2017,Finland,KaggleRama,152
Mug,7/11/2017,Norway,KaggleMart,244
Hat,7/11/2017,Norway,KaggleMart,535
Sticker,7/11/2017,Norway,KaggleMart,163
Hat,7/11/2017,Norway,KaggleRama,853
Sticker,7/11/2017,Norway,KaggleRama,272
Mug,7/11/2017,Sweden,KaggleMart,183
Hat,7/11/2017,Sweden,KaggleMart,375
Mug,7/11/2017,Sweden,KaggleRama,298
Hat,7/11/2017,Sweden,KaggleRama,622
Sticker,7/11/2017,Sweden,KaggleRama,187
Mug,7/12/2017,Finland,KaggleMart,161
Sticker,7/12/2017,Finland,KaggleMart,101
Mug,7/12/2017,Finland,KaggleRama,289
Hat,7/12/2017,Finland,KaggleRama,566
Mug,7/12/2017,Norway,KaggleMart,247
Hat,7/12/2017,Norway,KaggleMart,499
Sticker,7/12/2017,Norway,KaggleMart,158
Mug,7/12/2017,Norway,KaggleRama,414
Sticker,7/12/2017,Norway,KaggleRama,259
Hat,7/12/2017,Sweden,KaggleMart,373
Sticker,7/12/2017,Sweden,KaggleMart,101
Mug,7/12/2017,Sweden,KaggleRama,318
Hat,7/12/2017,Sweden,KaggleRama,627
Sticker,7/12/2017,Sweden,KaggleRama,185
Mug,7/13/2017,Finland,KaggleMart,152
Hat,7/13/2017,Finland,KaggleMart,349
Sticker,7/13/2017,Finland,KaggleMart,89
Mug,7/13/2017,Finland,KaggleRama,279
Hat,7/13/2017,Finland,KaggleRama,502
Sticker,7/13/2017,Finland,KaggleRama,159
Mug,7/13/2017,Norway,KaggleMart,274
Hat,7/13/2017,Norway,KaggleMart,438
Sticker,7/13/2017,Norway,KaggleMart,163
Mug,7/13/2017,Norway,KaggleRama,479
Sticker,7/13/2017,Norway,KaggleRama,267
Mug,7/13/2017,Sweden,KaggleMart,178
Hat,7/13/2017,Sweden,KaggleMart,358
Mug,7/13/2017,Sweden,KaggleRama,302
Hat,7/13/2017,Sweden,KaggleRama,652
Mug,7/14/2017,Finland,KaggleMart,164
Sticker,7/14/2017,Finland,KaggleMart,102
Mug,7/14/2017,Finland,KaggleRama,281
Hat,7/14/2017,Finland,KaggleRama,567
Mug,7/14/2017,Norway,KaggleMart,261
Sticker,7/14/2017,Norway,KaggleMart,157
Mug,7/14/2017,Norway,KaggleRama,419
Hat,7/14/2017,Norway,KaggleRama,955
Sticker,7/14/2017,Norway,KaggleRama,322
Mug,7/14/2017,Sweden,KaggleMart,205
Hat,7/14/2017,Sweden,KaggleMart,391
Sticker,7/14/2017,Sweden,KaggleMart,122
Mug,7/14/2017,Sweden,KaggleRama,362
Sticker,7/14/2017,Sweden,KaggleRama,188
Mug,7/15/2017,Finland,KaggleMart,202
Sticker,7/15/2017,Finland,KaggleMart,115
Mug,7/15/2017,Finland,KaggleRama,336
Sticker,7/15/2017,Finland,KaggleRama,213
Mug,7/15/2017,Norway,KaggleMart,304
Hat,7/15/2017,Norway,KaggleMart,634
Sticker,7/15/2017,Norway,KaggleMart,192
Hat,7/15/2017,Norway,KaggleRama,1061
Sticker,7/15/2017,Norway,KaggleRama,369
Mug,7/15/2017,Sweden,KaggleRama,373
Hat,7/15/2017,Sweden,KaggleRama,736
Sticker,7/15/2017,Sweden,KaggleRama,246
Mug,7/16/2017,Finland,KaggleMart,204
Hat,7/16/2017,Finland,KaggleMart,415
Sticker,7/16/2017,Finland,KaggleMart,114
Mug,7/16/2017,Finland,KaggleRama,357
Hat,7/16/2017,Finland,KaggleRama,712
Mug,7/16/2017,Norway,KaggleMart,329
Hat,7/16/2017,Norway,KaggleMart,685
Mug,7/16/2017,Norway,KaggleRama,562
Sticker,7/16/2017,Norway,KaggleRama,329
Hat,7/16/2017,Sweden,KaggleMart,467
Sticker,7/16/2017,Sweden,KaggleMart,127
Mug,7/17/2017,Finland,KaggleMart,163
Hat,7/17/2017,Finland,KaggleMart,349
Sticker,7/17/2017,Finland,KaggleMart,99
Mug,7/17/2017,Finland,KaggleRama,269
Hat,7/17/2017,Finland,KaggleRama,515
Sticker,7/17/2017,Finland,KaggleRama,169
Mug,7/17/2017,Norway,KaggleMart,252
Hat,7/17/2017,Norway,KaggleMart,489
Sticker,7/17/2017,Norway,KaggleMart,152
Mug,7/17/2017,Norway,KaggleRama,435
Mug,7/17/2017,Sweden,KaggleMart,184
Hat,7/17/2017,Sweden,KaggleMart,359
Sticker,7/17/2017,Sweden,KaggleMart,116
Mug,7/17/2017,Sweden,KaggleRama,354
Hat,7/17/2017,Sweden,KaggleRama,633
Mug,7/18/2017,Finland,KaggleMart,162
Sticker,7/18/2017,Finland,KaggleMart,91
Hat,7/18/2017,Finland,KaggleRama,520
Sticker,7/18/2017,Finland,KaggleRama,172
Mug,7/18/2017,Norway,KaggleMart,273
Sticker,7/18/2017,Norway,KaggleMart,145
Mug,7/18/2017,Norway,KaggleRama,462
Mug,7/18/2017,Sweden,KaggleMart,184
Hat,7/18/2017,Sweden,KaggleMart,363
Mug,7/18/2017,Sweden,KaggleRama,318
Hat,7/18/2017,Sweden,KaggleRama,638
Sticker,7/18/2017,Sweden,KaggleRama,176
Hat,7/19/2017,Finland,KaggleMart,296
Mug,7/19/2017,Finland,KaggleRama,262
Hat,7/19/2017,Finland,KaggleRama,523
Sticker,7/19/2017,Finland,KaggleRama,182
Mug,7/19/2017,Norway,KaggleMart,271
Hat,7/19/2017,Norway,KaggleMart,490
Mug,7/19/2017,Norway,KaggleRama,417
Hat,7/19/2017,Norway,KaggleRama,854
Sticker,7/19/2017,Norway,KaggleRama,258
Mug,7/19/2017,Sweden,KaggleMart,183
